"","opponent","event_day_of_week","days_before_event","section_name","channel","price_level","primary_tickets_sold","primary_average_ticket_price","churn"
"15223",10,"Saturday",3,70,"Back Office","Q - 300L",2,"$51.94",0
"15224",31,"Saturday",0,31,"Back Office","H - 100L",13,"$94.47",1
"15225",25,"Thursday",91,33,"Web","D - 100L",2,"$121.58",0
"15226",3,"Saturday",0,44,"Back Office","K - 200L",3,"$64.16",0
"15227",18,"Saturday",0,51,"Web","R - 300L",4,"$39.24",1
"15228",24,"Tuesday",0,33,"Web","D - 100L",4,"$112.62",0
"15229",10,"Saturday",3,43,"Back Office","L2 - 200L",5,"$112.00",1
"15230",19,"Sunday",6,37,"Web","M - 200L",2,"$54.28",0
"15231",3,"Saturday",0,47,"Box Office","O - 300L",5,"$111.55",1
"15232",11,"Tuesday",34,73,"Back Office","R - 300L",1,"$21.98",1
"15233",4,"Thursday",35,79,"Web","O - 300L",4,"$49.42",1
"15234",5,"Wednesday",18,16,"Web","C - 100L",1,"$110.25",0
"15235",28,"Saturday",0,20,"Back Office","G - 100L",7,"$127.60",1
"15236",31,"Saturday",5,48,"Web","O - 300L",3,"$85.86",0
"15237",20,"Sunday",0,62,"Back Office","O - 300L",12,"$36.88",1
"15238",25,"Saturday",4,48,"Box Office","O - 300L",2,"$124.30",1
"15239",15,"Saturday",0,77,"Box Office","R - 300L",1,"$34.43",1
"15240",27,"Saturday",10,80,"Back Office","P - 300L",5,"$13.53",0
"15241",27,"Wednesday",36,72,"Back Office","R - 300L",1,"$20.59",0
"15242",17,"Saturday",13,19,"Web","G - 100L",3,"$114.86",0
"15243",20,"Sunday",27,42,"Web","L2 - 200L",3,"$70.95",0
"15244",25,"Thursday",1,66,"Back Office","P - 300L",8,"$32.63",1
"15245",29,"Saturday",4,73,"Back Office","R - 300L",4,"$25.75",0
"15246",24,"Monday",84,32,"Back Office","F -100L",3,"$76.23",1
"15247",20,"Tuesday",1,59,"Web","R - 300L",2,"$31.03",0
"15248",28,"Saturday",12,70,"Back Office","Q - 300L",2,"$53.00",1
"15249",27,"Wednesday",0,16,"Back Office","C - 100L",18,"$108.72",0
"15250",10,"Thursday",0,31,"Web","F -100L",1,"$88.34",0
"15251",20,"Sunday",0,36,"Back Office","M - 200L",18,"$43.49",0
"15252",28,"Thursday",2,31,"Back Office","H - 100L",2,"$48.89",0
"15253",7,"Monday",5,58,"Back Office","R - 300L",2,"$24.26",1
"15254",8,"Saturday",116,39,"Web","M - 200L",2,"$92.00",1
"15255",31,"Tuesday",1,52,"Web","R - 300L",3,"$44.58",0
"15256",31,"Monday",0,79,"Box Office","N - 300L",2,"$35.20",1
"15257",10,"Wednesday",162,61,"Web","R - 300L",2,"$49.68",0
"15258",16,"Tuesday",3,51,"Web","Q - 300L",4,"$28.49",0
"15259",3,"Thursday",31,80,"Web","P - 300L",1,"$48.97",1
"15260",10,"Thursday",2,56,"Web","R - 300L",3,"$14.96",0
"15261",20,"Sunday",4,60,"Back Office","R - 300L",3,"$18.18",0
"15262",18,"Saturday",12,64,"Web","P - 300L",5,"$52.44",0
"15263",27,"Saturday",0,45,"Web","L2 - 200L",1,"$82.81",0
"15264",9,"Thursday",0,50,"Web","R - 300L",2,"$48.88",0
"15265",18,"Saturday",0,63,"Web","P - 300L",2,"$31.64",0
"15266",19,"Sunday",0,72,"Web","R - 300L",4,"$38.50",0
"15267",19,"Thursday",50,16,"Web","C - 100L",2,"$161.18",0
"15268",4,"Thursday",1,70,"Box Office","Q - 300L",2,"$40.48",1
"15269",3,"Thursday",37,52,"Web","R - 300L",2,"$36.16",0
"15270",18,"Saturday",0,78,"Box Office","R - 300L",3,"$48.51",1
"15271",9,"Thursday",80,25,"Web","D - 100L",6,"$99.73",0
"15272",24,"Saturday",22,29,"Back Office","F -100L",2,"$66.83",0
"15273",29,"Monday",0,22,"Web","G - 100L",2,"$117.90",0
"15274",20,"Thursday",3,47,"Back Office","O - 300L",7,"$34.16",0
"15275",27,"Wednesday",8,17,"Back Office","D - 100L",2,"$116.08",0
"15276",21,"Sunday",1,61,"Web","R - 300L",3,"$26.79",0
"15277",27,"Saturday",35,63,"Web","P - 300L",4,"$51.84",0
"15278",31,"Saturday",59,60,"Web","R - 300L",4,"$31.92",0
"15279",30,"Saturday",0,49,"Back Office","O - 300L",6,"$19.23",1
"15280",22,"Wednesday",2,32,"Back Office","F -100L",4,"$64.75",1
"15281",18,"Tuesday",22,32,"Back Office","F -100L",4,"$80.78",0
"15282",16,"Saturday",4,29,"Back Office","F -100L",4,"$43.56",0
"15283",25,"Saturday",95,64,"Web","O - 300L",1,"$102.68",0
"15284",11,"Tuesday",0,60,"Back Office","R - 300L",3,"$31.02",1
"15285",31,"Monday",0,51,"Back Office","Q - 300L",5,"$20.21",0
"15286",8,"Monday",0,22,"Web","G - 100L",1,"$90.54",1
"15287",25,"Thursday",3,21,"Web","G - 100L",2,"$108.93",0
"15288",7,"Monday",7,42,"Back Office","L2 - 200L",4,"$59.32",1
"15289",10,"Saturday",4,79,"Box Office","P - 300L",2,"$106.00",1
"15290",13,"Monday",11,62,"Web","O - 300L",2,"$47.42",0
"15291",29,"Monday",1,61,"Web","R - 300L",1,"$20.19",0
"15292",3,"Thursday",5,23,"Web","G - 100L",2,"$163.71",0
"15293",9,"Friday",0,37,"Back Office","M - 200L",2,"$155.15",1
"15294",24,"Tuesday",0,78,"Box Office","R - 300L",2,"$40.80",0
"15295",31,"Tuesday",50,34,"Web","D - 100L",2,"$149.46",0
"15296",11,"Tuesday",22,26,"Back Office","C - 100L",8,"$107.16",1
"15297",31,"Tuesday",11,22,"Web","I - 100L",4,"$77.47",0
"15298",19,"Sunday",13,26,"Web","C - 100L",2,"$139.01",0
"15299",3,"Tuesday",3,66,"Web","O - 300L",1,"$41.61",0
"15300",3,"Sunday",71,32,"Web","F -100L",2,"$173.57",0
"15301",27,"Wednesday",125,27,"Back Office","B",2,"$546.92",1
"15302",9,"Friday",0,39,"Back Office","L1 - 200L",3,"$129.05",1
"15303",14,"Wednesday",9,33,"Back Office","D - 100L",2,"$74.72",0
"15304",5,"Thursday",58,23,"Back Office","G - 100L",3,"$65.34",1
"15305",1,"Thursday",14,16,"Web","C - 100L",6,"$102.74",0
"15306",16,"Saturday",2,31,"Back Office","H - 100L",5,"$105.05",0
"15307",25,"Saturday",0,22,"Back Office","I - 100L",2,"$78.84",1
"15308",31,"Saturday",13,51,"Web","R - 300L",4,"$66.08",0
"15309",7,"Monday",3,51,"Back Office","R - 300L",2,"$17.76",1
"15310",23,"Saturday",9,27,"Web","D - 100L",2,"$127.31",1
"15311",19,"Sunday",0,34,"Web","D - 100L",2,"$84.48",0
"15312",3,"Tuesday",18,67,"Web","R - 300L",2,"$33.13",0
"15313",8,"Saturday",0,53,"Box Office","R - 300L",2,"$62.37",0
"15314",11,"Thursday",24,45,"Web","L2 - 200L",4,"$95.89",0
"15315",11,"Tuesday",1,52,"Back Office","R - 300L",20,"$23.76",1
"15316",13,"Tuesday",6,49,"Web","N - 300L",1,"$82.08",0
"15317",16,"Saturday",3,43,"Back Office","K - 200L",2,"$85.80",0
"15318",13,"Monday",33,55,"Web","Q - 300L",2,"$53.20",0
"15319",3,"Saturday",0,54,"Back Office","R - 300L",1,"$46.57",1
"15320",12,"Wednesday",22,16,"Web","C - 100L",1,"$154.28",0
"15321",18,"Saturday",0,80,"Back Office","O - 300L",35,"$23.52",0
"15322",13,"Sunday",19,65,"Web","N - 300L",1,"$44.18",0
"15323",24,"Monday",32,25,"Back Office","D - 100L",4,"$118.73",0
"15324",20,"Thursday",3,79,"Back Office","P - 300L",3,"$17.52",0
"15325",15,"Saturday",69,79,"Box Office","O - 300L",4,"$72.49",1
"15326",18,"Saturday",30,80,"Web","P - 300L",2,"$36.77",0
"15327",21,"Thursday",8,21,"Back Office","I - 100L",5,"$72.23",0
"15328",16,"Saturday",12,72,"Back Office","Q - 300L",2,"$41.59",0
"15329",31,"Tuesday",1,66,"Web","P - 300L",3,"$50.35",1
"15330",25,"Thursday",0,55,"Box Office","Q - 300L",1,"$37.95",0
"15331",28,"Saturday",0,24,"Box Office","D - 100L",5,"$124.08",1
"15332",24,"Thursday",2,53,"Web","R - 300L",1,"$20.82",0
"15333",3,"Sunday",0,80,"Back Office","P - 300L",14,"$25.23",0
"15334",31,"Saturday",0,22,"Back Office","I - 100L",4,"$98.11",1
"15335",30,"Tuesday",5,40,"Web","L1 - 200L",1,"$77.00",0
"15336",8,"Saturday",23,30,"Web","F -100L",2,"$156.17",0
"15337",13,"Monday",152,26,"Web","C - 100L",2,"$173.34",0
"15338",19,"Thursday",38,21,"Back Office","G - 100L",2,"$73.55",1
"15339",14,"Saturday",3,48,"Web","O - 300L",3,"$95.92",0
"15340",15,"Saturday",17,47,"Web","P - 300L",3,"$58.85",0
"15341",3,"Tuesday",3,80,"Web","O - 300L",4,"$61.08",1
"15342",2,"Wednesday",4,68,"Web","R - 300L",1,"$35.83",1
"15343",31,"Saturday",0,37,"Back Office","L1 - 200L",9,"$82.43",1
"15344",12,"Saturday",0,46,"Back Office","K - 200L",1,"$107.06",1
"15345",9,"Thursday",136,27,"Web","D - 100L",2,"$171.76",0
"15346",25,"Saturday",0,63,"Back Office","O - 300L",1,"$38.30",1
"15347",29,"Monday",0,40,"Web","L1 - 200L",1,"$48.03",0
"15348",3,"Thursday",8,62,"Web","N - 300L",2,"$59.14",1
"15349",25,"Saturday",0,47,"Back Office","P - 300L",22,"$41.44",0
"15350",12,"Wednesday",0,47,"Back Office","P - 300L",3,"$16.70",0
"15351",6,"Tuesday",149,39,"Web","L1 - 200L",2,"$76.50",0
"15352",26,"Sunday",2,47,"Web","O - 300L",2,"$45.90",0
"15353",17,"Saturday",5,69,"Web","Q - 300L",1,"$22.08",1
"15354",5,"Wednesday",48,27,"Back Office","D - 100L",2,"$184.71",0
"15355",25,"Saturday",0,23,"Box Office","G - 100L",2,"$188.70",1
"15356",31,"Saturday",2,65,"Web","P - 300L",3,"$70.31",0
"15357",13,"Tuesday",84,35,"Web","L1 - 200L",4,"$113.57",0
"15358",31,"Saturday",22,23,"Back Office","G - 100L",2,"$99.79",1
"15359",1,"Monday",140,21,"Web","G - 100L",2,"$99.51",0
"15360",5,"Wednesday",0,16,"Web","C - 100L",2,"$165.90",1
"15361",31,"Tuesday",26,80,"Web","P - 300L",10,"$30.25",0
"15362",20,"Thursday",1,26,"Web","C - 100L",1,"$111.00",0
"15363",16,"Saturday",0,20,"Back Office","D - 100L",1,"$74.15",0
"15364",15,"Saturday",28,47,"Web","N - 300L",2,"$79.31",0
"15365",21,"Thursday",1,58,"Back Office","R - 300L",2,"$17.26",0
"15366",24,"Saturday",3,29,"Back Office","F -100L",10,"$71.88",0
"15367",21,"Sunday",4,62,"Web","P - 300L",2,"$49.50",0
"15368",16,"Saturday",1,38,"Back Office","M - 200L",13,"$44.55",0
"15369",31,"Saturday",46,34,"Back Office","D - 100L",2,"$134.38",1
"15370",4,"Saturday",37,69,"Web","R - 300L",4,"$59.89",0
"15371",27,"Monday",0,33,"Web","D - 100L",1,"$64.38",1
"15372",3,"Sunday",6,36,"Back Office","M - 200L",6,"$65.97",1
"15373",14,"Saturday",163,73,"Web","Q - 300L",2,"$82.50",0
"15374",20,"Thursday",1,47,"Web","P - 300L",1,"$36.13",0
"15375",27,"Saturday",0,66,"Back Office","O - 300L",6,"$30.18",1
"15376",21,"Saturday",11,79,"Web","O - 300L",2,"$63.70",0
"15377",13,"Monday",22,38,"Web","L1 - 200L",1,"$75.65",0
"15378",17,"Tuesday",22,16,"Back Office","C - 100L",3,"$153.60",0
"15379",31,"Tuesday",13,31,"Web","F -100L",2,"$82.60",1
"15380",9,"Thursday",0,68,"Web","R - 300L",1,"$37.74",1
"15381",30,"Sunday",0,61,"Box Office","R - 300L",2,"$33.95",0
"15382",3,"Thursday",29,21,"Web","I - 100L",2,"$138.88",1
"15383",3,"Sunday",71,35,"Web","L1 - 200L",2,"$148.20",0
"15384",11,"Saturday",21,11,"Web","J",2,"$142.56",0
"15385",19,"Thursday",38,47,"Back Office","O - 300L",6,"$27.86",1
"15386",10,"Thursday",5,25,"Web","D - 100L",2,"$131.64",1
"15387",18,"Saturday",11,48,"Web","O - 300L",2,"$70.88",0
"15388",20,"Thursday",10,78,"Back Office","R - 300L",9,"$17.98",0
"15389",20,"Sunday",0,69,"Back Office","R - 300L",5,"$22.78",0
"15390",20,"Tuesday",0,21,"Web","G - 100L",1,"$63.80",1
"15391",16,"Thursday",0,29,"Web","F -100L",2,"$67.11",0
"15392",31,"Saturday",33,22,"Back Office","G - 100L",3,"$136.42",1
"15393",24,"Thursday",9,25,"Web","D - 100L",1,"$143.82",1
"15394",7,"Monday",21,73,"Back Office","R - 300L",3,"$23.22",1
"15395",29,"Monday",18,23,"Web","G - 100L",2,"$106.72",0
"15396",30,"Tuesday",0,47,"Web","O - 300L",1,"$15.80",0
"15397",27,"Saturday",9,35,"Back Office","L1 - 200L",4,"$54.34",0
"15398",3,"Thursday",84,80,"Web","O - 300L",2,"$69.84",0
"15399",20,"Thursday",8,62,"Web","P - 300L",1,"$17.74",0
"15400",16,"Saturday",2,33,"Back Office","D - 100L",6,"$79.24",0
"15401",15,"Saturday",5,79,"Back Office","O - 300L",5,"$32.60",1
"15402",11,"Saturday",0,55,"Web","R - 300L",2,"$33.20",0
"15403",13,"Monday",153,26,"Web","C - 100L",1,"$168.48",0
"15404",21,"Saturday",32,63,"Web","P - 300L",1,"$53.01",0
"15405",25,"Thursday",20,34,"Web","D - 100L",3,"$177.23",0
"15406",21,"Saturday",38,31,"Web","H - 100L",2,"$118.76",0
"15407",2,"Monday",0,39,"Back Office","M - 200L",11,"$121.98",0
"15408",6,"Wednesday",44,31,"Back Office","H - 100L",9,"$61.88",0
"15409",30,"Thursday",41,63,"Web","O - 300L",1,"$53.40",0
"15410",27,"Wednesday",15,49,"Back Office","O - 300L",4,"$22.07",0
"15411",22,"Wednesday",2,76,"Back Office","Q - 300L",2,"$22.61",0
"15412",21,"Saturday",2,35,"Web","L1 - 200L",2,"$77.57",0
"15413",13,"Tuesday",7,49,"Web","O - 300L",4,"$68.12",0
"15414",24,"Wednesday",27,36,"Web","M - 200L",2,"$79.04",0
"15415",7,"Monday",0,48,"Back Office","P - 300L",74,"$26.86",1
"15416",23,"Monday",7,78,"Back Office","R - 300L",2,"$13.96",1
"15417",27,"Monday",9,23,"Web","G - 100L",1,"$109.83",1
"15418",28,"Thursday",0,67,"Back Office","R - 300L",16,"$14.27",0
"15419",2,"Wednesday",13,16,"Back Office","C - 100L",1,"$176.20",1
"15420",9,"Thursday",0,79,"Web","O - 300L",5,"$49.49",1
"15421",18,"Saturday",5,44,"Web","L2 - 200L",2,"$79.78",0
"15422",18,"Saturday",3,37,"Web","M - 200L",3,"$82.09",0
"15423",2,"Wednesday",9,25,"Web","D - 100L",2,"$129.72",0
"15424",11,"Saturday",46,34,"Web","D - 100L",2,"$167.03",0
"15425",3,"Thursday",0,46,"Web","K - 200L",3,"$86.19",0
"15426",27,"Wednesday",1,16,"Back Office","C - 100L",2,"$106.30",0
"15427",23,"Saturday",28,22,"Web","I - 100L",3,"$125.13",0
"15428",31,"Saturday",16,73,"Back Office","R - 300L",2,"$59.25",1
"15429",22,"Wednesday",30,23,"Back Office","G - 100L",2,"$50.19",0
"15430",13,"Monday",11,16,"Web","C - 100L",2,"$173.39",0
"15431",5,"Thursday",115,36,"Back Office","M - 200L",2,"$57.19",0
"15432",21,"Saturday",4,65,"Web","P - 300L",2,"$50.74",0
"15433",10,"Saturday",0,35,"Back Office","L1 - 200L",8,"$93.78",1
"15434",3,"Thursday",2,62,"Web","O - 300L",2,"$17.60",1
"15435",10,"Wednesday",0,28,"Back Office","D - 100L",26,"$75.57",0
"15436",13,"Monday",2,32,"Web","F -100L",2,"$130.54",0
"15437",31,"Saturday",1,26,"Back Office","C - 100L",6,"$212.55",1
"15438",12,"Saturday",0,16,"Box Office","C - 100L",3,"$155.52",0
"15439",4,"Thursday",0,25,"Web","D - 100L",2,"$145.98",0
"15440",20,"Tuesday",69,24,"Web","D - 100L",2,"$145.23",0
"15441",27,"Wednesday",2,45,"Back Office","L2 - 200L",2,"$52.27",0
"15442",21,"Saturday",19,43,"Web","L2 - 200L",4,"$73.31",0
"15443",19,"Sunday",0,49,"Web","N - 300L",2,"$44.08",0
"15444",16,"Saturday",34,64,"Web","P - 300L",5,"$48.79",0
"15445",29,"Monday",153,47,"Box Office","O - 300L",1,"$57.77",1
"15446",19,"Sunday",2,17,"Web","D - 100L",3,"$94.68",0
"15447",11,"Thursday",78,22,"Web","I - 100L",1,"$122.76",0
"15448",12,"Wednesday",1,26,"Back Office","C - 100L",2,"$106.14",0
"15449",31,"Saturday",9,25,"Web","D - 100L",4,"$145.70",0
"15450",22,"Thursday",34,21,"Web","G - 100L",3,"$119.48",0
"15451",18,"Saturday",0,64,"Web","O - 300L",4,"$50.77",0
"15452",18,"Saturday",13,37,"Web","L1 - 200L",2,"$109.68",0
"15453",14,"Saturday",21,44,"Web","L2 - 200L",3,"$129.50",0
"15454",14,"Saturday",69,35,"Web","L1 - 200L",2,"$116.83",0
"15455",17,"Saturday",9,31,"Web","H - 100L",2,"$81.72",0
"15456",21,"Saturday",2,20,"Web","G - 100L",3,"$131.87",0
"15457",27,"Thursday",31,5,"Web","J",2,"$122.96",0
"15458",1,"Monday",47,63,"Back Office","P - 300L",2,"$38.68",0
"15459",22,"Wednesday",2,25,"Back Office","D - 100L",4,"$72.98",0
"15460",21,"Saturday",19,32,"Web","F -100L",2,"$173.49",0
"15461",4,"Thursday",0,29,"Web","F -100L",3,"$120.22",0
"15462",4,"Saturday",77,35,"Web","L1 - 200L",2,"$117.72",0
"15463",3,"Saturday",3,37,"Back Office","M - 200L",3,"$70.79",1
"15464",19,"Sunday",15,6,"Web","J",2,"$97.41",0
"15465",18,"Saturday",0,25,"Web","D - 100L",1,"$99.07",0
"15466",16,"Thursday",0,18,"Box Office","D - 100L",1,"$104.88",1
"15467",3,"Thursday",44,80,"Web","O - 300L",3,"$81.36",1
"15468",31,"Saturday",39,19,"Web","G - 100L",2,"$159.41",0
"15469",31,"Saturday",40,44,"Back Office","L2 - 200L",1,"$69.70",1
"15470",11,"Tuesday",13,62,"Web","O - 300L",3,"$65.84",0
"15471",11,"Tuesday",115,35,"Web","L1 - 200L",2,"$116.85",0
"15472",10,"Wednesday",8,19,"Web","G - 100L",1,"$149.33",0
"15473",18,"Saturday",0,30,"Back Office","H - 100L",11,"$56.45",0
"15474",11,"Tuesday",11,58,"Back Office","R - 300L",3,"$16.66",1
"15475",23,"Saturday",1,52,"Web","R - 300L",1,"$29.94",1
"15476",24,"Thursday",1,27,"Web","D - 100L",4,"$97.34",0
"15477",9,"Thursday",3,64,"Web","P - 300L",3,"$34.74",0
"15478",5,"Wednesday",63,76,"Web","R - 300L",2,"$53.69",0
"15479",23,"Saturday",34,48,"Box Office","P - 300L",2,"$48.45",0
"15480",8,"Saturday",2,67,"Web","R - 300L",2,"$46.43",0
"15481",1,"Thursday",10,56,"Web","R - 300L",1,"$30.80",1
"15482",6,"Tuesday",0,28,"Back Office","D - 100L",2,"$147.96",1
"15483",5,"Thursday",120,50,"Back Office","R - 300L",2,"$26.90",1
"15484",31,"Saturday",52,68,"Back Office","R - 300L",2,"$48.19",1
"15485",31,"Saturday",2,37,"Web","M - 200L",3,"$62.40",0
"15486",15,"Saturday",0,67,"Back Office","R - 300L",16,"$24.87",0
"15487",9,"Monday",0,66,"Back Office","P - 300L",4,"$13.97",1
"15488",6,"Tuesday",3,63,"Web","O - 300L",5,"$61.59",0
"15489",10,"Thursday",37,11,"Web","J",2,"$153.55",0
"15490",27,"Thursday",6,26,"Web","C - 100L",4,"$120.28",1
"15491",27,"Saturday",1,59,"Back Office","R - 300L",7,"$67.97",1
"15492",6,"Wednesday",6,23,"Back Office","D - 100L",4,"$84.12",0
"15493",21,"Saturday",14,77,"Web","R - 300L",3,"$48.06",0
"15494",11,"Tuesday",154,64,"Web","O - 300L",2,"$59.19",0
"15495",25,"Thursday",0,47,"Web","O - 300L",1,"$30.71",0
"15496",27,"Monday",10,55,"Web","R - 300L",3,"$28.84",0
"15497",26,"Saturday",33,31,"Web","H - 100L",2,"$67.29",1
"15498",28,"Saturday",51,63,"Web","P - 300L",2,"$60.48",0
"15499",9,"Thursday",75,28,"Web","D - 100L",4,"$102.17",0
"15500",27,"Monday",32,17,"Web","D - 100L",2,"$114.84",0
"15501",21,"Sunday",0,20,"Back Office","G - 100L",6,"$54.82",1
"15502",21,"Saturday",75,32,"Web","F -100L",2,"$84.71",0
"15503",19,"Thursday",92,21,"Back Office","G - 100L",1,"$94.45",0
"15504",10,"Thursday",3,75,"Web","Q - 300L",2,"$22.92",0
"15505",3,"Thursday",31,60,"Web","R - 300L",2,"$25.80",0
"15506",30,"Saturday",0,52,"Back Office","R - 300L",3,"$15.38",0
"15507",5,"Wednesday",6,64,"Web","O - 300L",3,"$72.96",0
"15508",30,"Sunday",1,31,"Web","H - 100L",4,"$58.51",0
"15509",7,"Monday",0,75,"Back Office","Q - 300L",5,"$37.05",1
"15510",14,"Saturday",39,31,"Web","H - 100L",1,"$114.91",0
"15511",10,"Thursday",10,80,"Web","O - 300L",2,"$61.43",0
"15512",25,"Saturday",33,24,"Back Office","D - 100L",3,"$219.93",1
"15513",21,"Thursday",36,31,"Web","H - 100L",8,"$110.55",0
"15514",31,"Tuesday",0,27,"Web","D - 100L",2,"$121.71",0
"15515",24,"Monday",0,78,"Back Office","R - 300L",3,"$15.89",1
"15516",3,"Saturday",5,68,"Box Office","R - 300L",2,"$53.90",0
"15517",31,"Tuesday",35,47,"Web","O - 300L",4,"$41.50",0
"15518",31,"Saturday",2,67,"Web","R - 300L",4,"$19.64",0
"15519",5,"Thursday",0,27,"Back Office","D - 100L",9,"$84.83",0
"15520",10,"Saturday",0,25,"Back Office","D - 100L",2,"$136.92",1
"15521",26,"Sunday",20,25,"Web","D - 100L",2,"$117.45",0
"15522",20,"Saturday",16,42,"Web","L2 - 200L",1,"$128.52",0
"15523",20,"Sunday",20,40,"Back Office","L1 - 200L",2,"$39.99",1
"15524",30,"Saturday",3,36,"Back Office","M - 200L",2,"$31.79",0
"15525",29,"Saturday",82,61,"Web","R - 300L",2,"$90.70",0
"15526",16,"Thursday",13,19,"Web","G - 100L",2,"$70.15",0
"15527",16,"Tuesday",6,70,"Web","R - 300L",5,"$30.85",0
"15528",16,"Saturday",1,29,"Back Office","F -100L",4,"$46.50",1
"15529",10,"Saturday",10,23,"Box Office","G - 100L",4,"$227.55",1
"15530",25,"Thursday",0,67,"Web","R - 300L",3,"$51.59",0
"15531",7,"Monday",6,69,"Back Office","R - 300L",3,"$25.36",1
"15532",30,"Saturday",23,43,"Web","L2 - 200L",2,"$86.63",0
"15533",31,"Saturday",1,70,"Web","R - 300L",1,"$33.28",0
"15534",27,"Monday",5,46,"Back Office","K - 200L",2,"$68.19",1
"15535",24,"Thursday",86,11,"Web","J",2,"$131.08",0
"15536",25,"Saturday",20,79,"Web","O - 300L",4,"$42.53",0
"15537",3,"Tuesday",8,79,"Web","O - 300L",3,"$90.92",1
"15538",26,"Tuesday",60,63,"Web","O - 300L",4,"$42.77",0
"15539",31,"Saturday",15,22,"Back Office","I - 100L",2,"$113.26",1
"15540",22,"Wednesday",34,25,"Back Office","D - 100L",1,"$69.55",0
"15541",3,"Tuesday",141,67,"Web","R - 300L",3,"$54.06",1
"15542",20,"Sunday",118,52,"Back Office","R - 300L",1,"$23.76",1
"15543",10,"Wednesday",44,24,"Back Office","D - 100L",3,"$159.34",1
"15544",23,"Saturday",13,29,"Web","D - 100L",1,"$86.13",1
"15545",27,"Wednesday",7,49,"Web","O - 300L",2,"$50.29",0
"15546",30,"Saturday",0,52,"Back Office","R - 300L",2,"$23.74",1
"15547",3,"Saturday",91,31,"Web","H - 100L",1,"$214.00",0
"15548",10,"Wednesday",26,48,"Back Office","O - 300L",6,"$36.12",0
"15549",18,"Saturday",1,32,"Back Office","F -100L",2,"$66.01",1
"15550",1,"Saturday",3,79,"Back Office","O - 300L",6,"$37.06",0
"15551",31,"Tuesday",1,33,"Back Office","D - 100L",1,"$164.56",0
"15552",1,"Thursday",29,30,"Web","H - 100L",2,"$81.33",1
"15553",7,"Wednesday",1,32,"Web","F -100L",2,"$62.58",0
"15554",19,"Thursday",24,72,"Back Office","R - 300L",6,"$20.88",0
"15555",20,"Thursday",10,33,"Back Office","D - 100L",3,"$86.55",0
"15556",12,"Saturday",7,76,"Web","Q - 300L",7,"$56.00",0
"15557",9,"Monday",4,51,"Back Office","R - 300L",2,"$22.01",0
"15558",5,"Wednesday",25,27,"Web","D - 100L",2,"$224.01",0
"15559",25,"Thursday",0,68,"Box Office","R - 300L",2,"$56.18",0
"15560",24,"Thursday",0,25,"Web","D - 100L",2,"$103.58",0
"15561",15,"Friday",0,40,"Web","L1 - 200L",2,"$55.35",0
"15562",14,"Saturday",1,77,"Web","R - 300L",2,"$33.71",1
"15563",25,"Saturday",0,58,"Box Office","R - 300L",2,"$72.75",1
"15564",31,"Saturday",8,67,"Box Office","R - 300L",3,"$65.12",0
"15565",11,"Tuesday",8,48,"Back Office","P - 300L",4,"$25.30",1
"15566",14,"Wednesday",1,80,"Back Office","P - 300L",8,"$14.60",0
"15567",31,"Saturday",0,62,"Web","O - 300L",4,"$20.37",0
"15568",3,"Thursday",1,16,"Web","C - 100L",2,"$123.61",0
"15569",7,"Monday",0,36,"Back Office","M - 200L",9,"$65.91",1
"15570",27,"Saturday",84,48,"Web","O - 300L",3,"$62.31",0
"15571",8,"Saturday",0,42,"Web","L2 - 200L",4,"$135.98",0
"15572",1,"Saturday",0,64,"Back Office","O - 300L",37,"$25.79",0
"15573",31,"Saturday",1,40,"Back Office","L1 - 200L",2,"$79.81",0
"15574",11,"Tuesday",0,64,"Back Office","O - 300L",27,"$39.39",1
"15575",1,"Thursday",1,26,"Web","C - 100L",4,"$134.84",0
"15576",19,"Sunday",82,27,"Web","D - 100L",2,"$111.36",0
"15577",26,"Saturday",1,34,"Web","D - 100L",3,"$121.58",0
"15578",29,"Saturday",0,46,"Box Office","K - 200L",2,"$180.25",1
"15579",18,"Saturday",20,19,"Web","G - 100L",2,"$102.96",0
"15580",5,"Thursday",219,26,"Web","C - 100L",3,"$186.24",0
"15581",9,"Thursday",1,26,"Web","C - 100L",4,"$139.32",0
