"","opponent","event_day_of_week","days_before_event","section_name","channel","price_level","primary_tickets_sold","primary_average_ticket_price","churn"
"19239",3,"Sunday",6,32,"Back Office","F -100L",4,"$93.42",0
"19240",27,"Monday",1,50,"Web","R - 300L",2,"$23.89",0
"19241",3,"Saturday",8,35,"Back Office","L1 - 200L",3,"$86.53",1
"19242",20,"Saturday",31,60,"Web","R - 300L",1,"$63.86",0
"19243",11,"Tuesday",0,38,"Box Office","M - 200L",2,"$84.15",1
"19244",6,"Thursday",0,37,"Back Office","M - 200L",6,"$37.20",1
"19245",31,"Saturday",11,30,"Back Office","H - 100L",2,"$146.99",1
"19246",10,"Saturday",0,76,"Box Office","R - 300L",2,"$81.44",1
"19247",20,"Thursday",112,35,"Web","L1 - 200L",3,"$78.50",0
"19248",20,"Sunday",19,27,"Back Office","D - 100L",2,"$78.12",0
"19249",13,"Tuesday",7,46,"Back Office","K - 200L",3,"$54.43",1
"19250",10,"Thursday",0,38,"Box Office","L1 - 200L",2,"$118.65",0
"19251",19,"Thursday",0,80,"Back Office","P - 300L",28,"$19.80",0
"19252",21,"Thursday",49,32,"Web","F -100L",7,"$116.48",0
"19253",20,"Thursday",0,44,"Web","K - 200L",2,"$70.29",1
"19254",7,"Monday",20,32,"Back Office","F -100L",2,"$57.02",1
"19255",5,"Thursday",7,47,"Back Office","O - 300L",2,"$42.86",0
"19256",7,"Monday",146,28,"Web","D - 100L",4,"$153.08",1
"19257",10,"Thursday",62,29,"Web","F -100L",2,"$104.48",0
"19258",2,"Monday",164,27,"Web","D - 100L",2,"$236.55",0
"19259",16,"Saturday",2,64,"Back Office","O - 300L",9,"$22.01",0
"19260",15,"Saturday",0,47,"Back Office","O - 300L",22,"$26.59",0
"19261",29,"Monday",1,51,"Web","Q - 300L",3,"$51.52",0
"19262",21,"Saturday",5,59,"Web","R - 300L",2,"$63.25",0
"19263",15,"Saturday",0,33,"Back Office","D - 100L",9,"$65.20",0
"19264",24,"Thursday",6,21,"Web","I - 100L",1,"$109.25",1
"19265",25,"Saturday",3,76,"Back Office","R - 300L",2,"$34.94",0
"19266",23,"Monday",20,79,"Back Office","P - 300L",2,"$16.04",1
"19267",11,"Thursday",76,45,"Back Office","L2 - 200L",5,"$85.05",0
"19268",30,"Saturday",10,80,"Back Office","O - 300L",2,"$17.96",0
"19269",30,"Thursday",0,22,"Box Office","G - 100L",2,"$116.48",0
"19270",16,"Saturday",12,40,"Back Office","L1 - 200L",6,"$73.51",0
"19271",31,"Saturday",84,29,"Web","F -100L",4,"$71.34",0
"19272",23,"Saturday",0,77,"Box Office","R - 300L",3,"$45.78",1
"19273",20,"Tuesday",61,34,"Web","D - 100L",4,"$105.41",0
"19274",27,"Monday",2,34,"Web","D - 100L",3,"$96.41",1
"19275",3,"Tuesday",11,16,"Web","C - 100L",2,"$228.41",0
"19276",7,"Wednesday",2,53,"Web","R - 300L",1,"$18.09",0
"19277",26,"Tuesday",0,56,"Web","R - 300L",1,"$42.26",0
"19278",16,"Tuesday",1,78,"Web","R - 300L",3,"$18.08",0
"19279",20,"Sunday",71,63,"Web","P - 300L",4,"$44.37",0
"19280",5,"Wednesday",0,61,"Box Office","R - 300L",1,"$33.93",0
"19281",24,"Monday",5,73,"Back Office","R - 300L",1,"$15.97",1
"19282",27,"Saturday",0,76,"Box Office","R - 300L",3,"$39.59",1
"19283",5,"Wednesday",8,39,"Web","M - 200L",7,"$95.70",0
"19284",9,"Thursday",5,26,"Web","C - 100L",2,"$186.30",0
"19285",25,"Thursday",0,54,"Web","R - 300L",4,"$45.54",0
"19286",10,"Thursday",78,67,"Web","R - 300L",1,"$35.17",1
"19287",19,"Saturday",72,38,"Web","M - 200L",3,"$126.50",0
"19288",3,"Thursday",84,65,"Web","P - 300L",7,"$55.64",0
"19289",13,"Monday",0,29,"Web","F -100L",3,"$87.61",0
"19290",27,"Thursday",13,26,"Web","C - 100L",1,"$82.62",0
"19291",31,"Saturday",87,28,"Web","D - 100L",2,"$103.40",1
"19292",6,"Tuesday",1,31,"Back Office","H - 100L",2,"$116.15",1
"19293",18,"Saturday",39,53,"Web","R - 300L",5,"$37.23",0
"19294",30,"Sunday",5,3,"Web","J",2,"$63.36",0
"19295",31,"Saturday",3,18,"Web","D - 100L",2,"$64.02",1
"19296",21,"Saturday",0,51,"Web","Q - 300L",3,"$56.86",0
"19297",16,"Saturday",3,36,"Back Office","L1 - 200L",2,"$51.08",0
"19298",3,"Saturday",5,17,"Back Office","D - 100L",8,"$199.39",0
"19299",14,"Thursday",0,22,"Back Office","I - 100L",3,"$34.20",1
"19300",10,"Wednesday",16,50,"Back Office","R - 300L",6,"$23.31",0
"19301",24,"Tuesday",0,78,"Web","R - 300L",1,"$27.58",0
"19302",5,"Thursday",0,28,"Back Office","D - 100L",4,"$85.14",1
"19303",21,"Saturday",9,47,"Web","O - 300L",2,"$49.86",0
"19304",31,"Monday",0,26,"Web","C - 100L",2,"$102.00",0
"19305",20,"Thursday",0,35,"Back Office","L1 - 200L",4,"$30.38",1
"19306",3,"Thursday",65,16,"Web","C - 100L",2,"$225.78",1
"19307",7,"Thursday",1,20,"Back Office","G - 100L",2,"$114.48",1
"19308",31,"Saturday",71,38,"Back Office","M - 200L",2,"$146.59",0
"19309",19,"Sunday",1,49,"Web","O - 300L",3,"$42.30",0
"19310",16,"Saturday",1,39,"Back Office","M - 200L",2,"$139.20",1
"19311",20,"Thursday",6,22,"Web","I - 100L",4,"$111.82",0
"19312",11,"Tuesday",1,69,"Back Office","Q - 300L",7,"$36.11",1
"19313",22,"Thursday",2,62,"Web","O - 300L",6,"$40.00",0
"19314",21,"Sunday",0,18,"Back Office","D - 100L",3,"$209.05",1
"19315",16,"Saturday",1,17,"Back Office","D - 100L",8,"$110.93",0
"19316",23,"Saturday",12,6,"Web","J",2,"$143.50",1
"19317",20,"Tuesday",69,74,"Back Office","Q - 300L",1,"$50.88",1
"19318",18,"Saturday",17,17,"Web","D - 100L",2,"$187.92",0
"19319",2,"Wednesday",27,16,"Web","C - 100L",2,"$97.11",0
"19320",25,"Saturday",66,22,"Web","G - 100L",2,"$166.17",0
"19321",5,"Thursday",0,20,"Back Office","G - 100L",10,"$60.00",0
"19322",4,"Thursday",0,30,"Box Office","H - 100L",4,"$70.79",1
"19323",31,"Saturday",0,19,"Web","G - 100L",2,"$58.63",0
"19324",16,"Tuesday",0,16,"Box Office","C - 100L",2,"$138.84",0
"19325",25,"Thursday",0,65,"Box Office","O - 300L",2,"$67.50",0
"19326",24,"Saturday",68,80,"Back Office","P - 300L",2,"$19.00",0
"19327",3,"Tuesday",0,8,"Web","J",3,"$199.80",0
"19328",2,"Wednesday",77,35,"Web","L1 - 200L",2,"$92.25",0
"19329",5,"Wednesday",8,16,"Web","C - 100L",2,"$145.34",0
"19330",7,"Monday",85,66,"Web","O - 300L",6,"$76.28",0
"19331",21,"Sunday",51,48,"Web","O - 300L",3,"$52.51",1
"19332",19,"Thursday",10,18,"Back Office","D - 100L",1,"$93.40",0
"19333",24,"Tuesday",0,41,"Web","K - 200L",2,"$66.93",0
"19334",13,"Monday",79,35,"Web","L1 - 200L",2,"$71.79",0
"19335",9,"Monday",0,17,"Back Office","D - 100L",3,"$117.46",1
"19336",27,"Thursday",1,29,"Web","F -100L",2,"$56.61",1
"19337",8,"Saturday",44,65,"Web","O - 300L",2,"$77.28",0
"19338",5,"Wednesday",0,70,"Web","Q - 300L",2,"$54.76",0
"19339",1,"Saturday",0,61,"Back Office","R - 300L",33,"$24.15",0
"19340",7,"Monday",64,16,"Web","C - 100L",3,"$185.07",1
"19341",19,"Saturday",24,54,"Back Office","R - 300L",3,"$29.46",0
"19342",20,"Sunday",101,29,"Back Office","F -100L",3,"$128.34",0
"19343",3,"Sunday",81,73,"Web","R - 300L",2,"$58.85",0
"19344",31,"Saturday",0,59,"Box Office","R - 300L",2,"$28.16",1
"19345",20,"Thursday",23,6,"Web","J",3,"$140.63",0
"19346",20,"Saturday",0,24,"Back Office","D - 100L",3,"$90.29",1
"19347",11,"Tuesday",15,76,"Back Office","R - 300L",5,"$25.79",1
"19348",2,"Wednesday",22,35,"Back Office","L1 - 200L",2,"$45.93",1
"19349",30,"Sunday",1,42,"Web","L2 - 200L",5,"$81.41",0
"19350",30,"Tuesday",110,16,"Web","C - 100L",1,"$159.84",0
"19351",20,"Tuesday",0,75,"Web","R - 300L",1,"$46.93",0
"19352",9,"Thursday",0,50,"Box Office","R - 300L",1,"$18.28",0
"19353",26,"Saturday",5,12,"Web","J",2,"$67.68",0
"19354",23,"Monday",103,50,"Back Office","R - 300L",1,"$43.43",1
"19355",6,"Wednesday",0,24,"Back Office","D - 100L",6,"$78.34",1
"19356",13,"Tuesday",133,16,"Web","C - 100L",2,"$183.35",0
"19357",7,"Monday",68,18,"Web","D - 100L",2,"$128.34",0
"19358",31,"Saturday",32,33,"Web","D - 100L",2,"$63.25",0
"19359",30,"Sunday",0,62,"Web","O - 300L",2,"$32.20",0
"19360",27,"Wednesday",36,30,"Back Office","H - 100L",2,"$60.29",0
"19361",17,"Saturday",4,27,"Web","D - 100L",2,"$122.15",0
"19362",11,"Tuesday",0,25,"Back Office","D - 100L",16,"$141.78",1
"19363",16,"Thursday",0,17,"Web","D - 100L",1,"$94.59",0
"19364",2,"Wednesday",22,30,"Web","H - 100L",2,"$127.08",0
"19365",20,"Tuesday",83,30,"Web","F -100L",2,"$139.08",0
"19366",10,"Thursday",27,7,"Web","J",3,"$137.76",0
"19367",9,"Monday",53,24,"Web","D - 100L",4,"$131.44",0
"19368",1,"Saturday",8,36,"Back Office","M - 200L",2,"$56.29",0
"19369",2,"Wednesday",0,25,"Box Office","D - 100L",2,"$192.66",0
"19370",27,"Thursday",0,11,"Web","J",1,"$106.01",0
"19371",13,"Monday",1,17,"Web","D - 100L",2,"$114.75",0
"19372",18,"Saturday",4,30,"Web","H - 100L",3,"$105.58",0
"19373",31,"Saturday",2,34,"Web","D - 100L",2,"$211.25",0
"19374",11,"Tuesday",20,33,"Back Office","D - 100L",2,"$144.88",1
"19375",18,"Saturday",49,25,"Web","D - 100L",3,"$196.62",0
"19376",8,"Monday",19,18,"Web","D - 100L",3,"$105.89",0
"19377",25,"Thursday",0,19,"Web","G - 100L",3,"$119.89",0
"19378",21,"Saturday",17,35,"Web","L1 - 200L",2,"$74.75",0
"19379",22,"Thursday",115,29,"Web","F -100L",1,"$108.58",0
"19380",24,"Monday",0,31,"Back Office","F -100L",2,"$67.72",0
"19381",10,"Wednesday",27,30,"Back Office","H - 100L",6,"$76.67",0
"19382",15,"Friday",0,40,"Web","L1 - 200L",1,"$45.05",1
"19383",10,"Saturday",0,76,"Back Office","R - 300L",6,"$50.70",1
"19384",8,"Saturday",2,60,"Web","Q - 300L",2,"$84.98",0
"19385",20,"Sunday",0,68,"Back Office","R - 300L",7,"$22.26",0
"19386",16,"Saturday",27,16,"Web","C - 100L",2,"$192.00",0
"19387",12,"Saturday",1,51,"Web","Q - 300L",1,"$52.64",1
"19388",13,"Monday",38,33,"Web","D - 100L",2,"$82.37",0
"19389",23,"Monday",0,73,"Web","R - 300L",1,"$38.96",0
"19390",25,"Thursday",7,47,"Web","P - 300L",3,"$47.77",1
"19391",25,"Saturday",16,36,"Back Office","M - 200L",4,"$76.63",0
"19392",19,"Thursday",0,48,"Box Office","P - 300L",1,"$29.80",1
"19393",6,"Wednesday",84,49,"Back Office","P - 300L",2,"$23.91",1
"19394",23,"Monday",0,79,"Back Office","O - 300L",4,"$18.41",1
"19395",21,"Thursday",0,80,"Back Office","P - 300L",34,"$16.35",0
"19396",15,"Saturday",47,26,"Web","C - 100L",4,"$176.40",0
"19397",27,"Saturday",2,28,"Back Office","D - 100L",2,"$41.90",0
"19398",9,"Thursday",0,50,"Web","R - 300L",1,"$32.93",1
"19399",16,"Thursday",10,20,"Web","G - 100L",2,"$109.74",0
"19400",15,"Saturday",0,19,"Back Office","G - 100L",3,"$55.11",0
"19401",21,"Saturday",45,30,"Web","H - 100L",3,"$123.17",0
"19402",16,"Saturday",11,29,"Back Office","F -100L",3,"$117.66",0
"19403",16,"Saturday",1,47,"Web","P - 300L",2,"$68.62",0
"19404",11,"Saturday",2,48,"Web","O - 300L",2,"$37.92",1
"19405",25,"Thursday",157,21,"Web","I - 100L",4,"$129.00",0
"19406",1,"Thursday",68,41,"Web","K - 200L",2,"$77.27",0
"19407",20,"Thursday",39,28,"Web","D - 100L",2,"$170.52",0
"19408",19,"Sunday",2,30,"Web","F -100L",3,"$93.76",0
"19409",12,"Wednesday",0,47,"Back Office","O - 300L",1,"$23.26",0
"19410",20,"Sunday",31,28,"Web","D - 100L",3,"$152.38",1
"19411",9,"Thursday",2,27,"Web","D - 100L",2,"$150.87",0
"19412",27,"Monday",19,19,"Web","G - 100L",1,"$42.50",1
"19413",13,"Monday",0,33,"Web","D - 100L",1,"$93.68",0
"19414",31,"Tuesday",6,27,"Web","D - 100L",1,"$153.69",1
"19415",9,"Monday",0,23,"Back Office","D - 100L",12,"$67.73",0
"19416",15,"Saturday",61,61,"Back Office","R - 300L",2,"$25.14",1
"19417",7,"Monday",0,42,"Back Office","L2 - 200L",31,"$77.44",1
"19418",31,"Saturday",56,55,"Web","R - 300L",2,"$51.32",0
"19419",21,"Saturday",17,64,"Web","P - 300L",2,"$33.66",0
"19420",4,"Thursday",17,23,"Web","D - 100L",1,"$133.20",0
"19421",2,"Wednesday",0,36,"Back Office","M - 200L",2,"$40.00",1
"19422",27,"Saturday",1,62,"Back Office","P - 300L",5,"$108.98",1
"19423",10,"Wednesday",3,64,"Web","P - 300L",3,"$53.35",0
"19424",31,"Monday",0,19,"Back Office","G - 100L",9,"$35.13",0
"19425",31,"Saturday",55,47,"Web","O - 300L",4,"$60.65",0
"19426",1,"Thursday",0,40,"Box Office","L1 - 200L",1,"$36.75",1
"19427",4,"Thursday",85,64,"Box Office","P - 300L",1,"$16.63",1
"19428",20,"Sunday",13,21,"Back Office","G - 100L",2,"$81.64",0
"19429",11,"Tuesday",1,49,"Back Office","O - 300L",3,"$56.53",1
"19430",1,"Thursday",6,26,"Web","C - 100L",1,"$60.74",0
"19431",31,"Saturday",0,21,"Web","I - 100L",3,"$137.23",0
"19432",31,"Saturday",33,74,"Back Office","Q - 300L",3,"$56.38",1
"19433",25,"Saturday",2,38,"Back Office","M - 200L",3,"$69.12",1
"19434",3,"Saturday",113,76,"Web","R - 300L",1,"$105.05",0
"19435",26,"Saturday",1,48,"Web","P - 300L",6,"$31.96",0
"19436",21,"Saturday",7,32,"Web","F -100L",2,"$102.23",0
"19437",23,"Saturday",3,45,"Web","L2 - 200L",1,"$60.22",1
"19438",18,"Saturday",1,16,"Web","C - 100L",2,"$133.12",0
"19439",19,"Sunday",2,34,"Web","D - 100L",2,"$104.10",0
"19440",23,"Saturday",247,64,"Web","O - 300L",2,"$65.48",1
"19441",10,"Wednesday",201,22,"Web","G - 100L",2,"$117.82",0
"19442",20,"Saturday",40,63,"Web","O - 300L",2,"$86.25",0
"19443",31,"Saturday",3,73,"Web","R - 300L",2,"$45.39",0
"19444",18,"Tuesday",30,34,"Web","D - 100L",2,"$102.56",0
"19445",8,"Saturday",3,73,"Web","R - 300L",2,"$61.74",0
"19446",31,"Saturday",25,50,"Web","R - 300L",2,"$79.92",1
"19447",7,"Thursday",50,40,"Back Office","L1 - 200L",2,"$32.40",1
"19448",18,"Saturday",97,17,"Web","D - 100L",3,"$172.26",0
"19449",1,"Tuesday",0,39,"Box Office","L1 - 200L",1,"$75.33",1
"19450",31,"Tuesday",0,61,"Box Office","R - 300L",1,"$42.48",0
"19451",28,"Thursday",0,66,"Box Office","O - 300L",2,"$51.62",1
"19452",3,"Sunday",3,66,"Back Office","O - 300L",2,"$39.69",0
"19453",20,"Thursday",0,50,"Box Office","R - 300L",2,"$28.13",1
"19454",25,"Thursday",122,34,"Web","D - 100L",2,"$109.77",0
"19455",24,"Monday",2,43,"Back Office","L2 - 200L",2,"$20.01",0
"19456",27,"Monday",25,45,"Back Office","K - 200L",2,"$83.39",1
"19457",21,"Saturday",31,38,"Web","L1 - 200L",3,"$135.06",0
"19458",20,"Tuesday",78,30,"Web","H - 100L",3,"$86.20",0
"19459",5,"Wednesday",5,32,"Web","F -100L",6,"$118.14",0
"19460",18,"Thursday",0,20,"Back Office","G - 100L",3,"$38.40",1
"19461",10,"Wednesday",107,80,"Back Office","O - 300L",4,"$47.68",0
"19462",25,"Thursday",0,62,"Web","P - 300L",3,"$42.38",0
"19463",31,"Saturday",14,79,"Web","O - 300L",4,"$98.18",0
"19464",10,"Thursday",0,64,"Web","O - 300L",5,"$31.03",0
"19465",31,"Saturday",36,26,"Back Office","C - 100L",4,"$318.50",1
"19466",7,"Monday",0,63,"Back Office","O - 300L",3,"$40.15",1
"19467",16,"Thursday",27,53,"Web","R - 300L",1,"$24.01",0
"19468",18,"Saturday",0,50,"Box Office","R - 300L",2,"$47.25",0
"19469",5,"Tuesday",87,46,"Web","K - 200L",4,"$99.64",0
"19470",8,"Monday",39,17,"Web","D - 100L",2,"$133.95",1
"19471",27,"Saturday",3,27,"Back Office","D - 100L",2,"$70.73",0
"19472",1,"Thursday",47,44,"Web","K - 200L",2,"$71.15",0
"19473",3,"Thursday",0,47,"Web","P - 300L",1,"$28.05",0
"19474",31,"Saturday",44,23,"Web","G - 100L",4,"$67.50",0
"19475",24,"Tuesday",1,26,"Web","C - 100L",6,"$151.40",0
"19476",25,"Thursday",72,30,"Web","F -100L",2,"$121.19",0
"19477",5,"Thursday",167,23,"Web","D - 100L",4,"$185.92",0
"19478",4,"Thursday",22,22,"Web","G - 100L",2,"$121.98",0
"19479",5,"Wednesday",2,67,"Web","R - 300L",1,"$33.34",1
"19480",10,"Wednesday",44,68,"Back Office","R - 300L",3,"$28.63",0
"19481",25,"Saturday",20,65,"Web","P - 300L",2,"$74.40",0
"19482",10,"Wednesday",51,27,"Back Office","D - 100L",2,"$123.55",0
"19483",21,"Saturday",69,64,"Web","P - 300L",2,"$49.59",0
"19484",13,"Tuesday",64,49,"Back Office","P - 300L",1,"$46.33",1
"19485",18,"Saturday",17,22,"Back Office","I - 100L",10,"$67.53",0
"19486",3,"Sunday",19,48,"Web","P - 300L",2,"$63.27",0
"19487",1,"Monday",0,42,"Box Office","L2 - 200L",3,"$84.36",1
"19488",27,"Thursday",23,25,"Web","D - 100L",1,"$133.40",0
"19489",22,"Thursday",0,38,"Box Office","M - 200L",2,"$65.96",1
"19490",29,"Monday",66,21,"Web","I - 100L",2,"$107.64",0
"19491",31,"Saturday",129,25,"Back Office","D - 100L",5,"$209.36",1
"19492",3,"Saturday",0,49,"Back Office","O - 300L",5,"$37.93",0
"19493",7,"Wednesday",6,47,"Web","O - 300L",4,"$61.59",0
"19494",25,"Thursday",0,56,"Web","Q - 300L",2,"$38.54",0
"19495",25,"Thursday",0,40,"Web","L1 - 200L",5,"$90.54",0
"19496",10,"Wednesday",36,16,"Back Office","C - 100L",3,"$194.68",0
"19497",16,"Saturday",0,44,"Back Office","K - 200L",3,"$87.78",0
"19498",21,"Saturday",1,78,"Web","R - 300L",2,"$32.41",0
"19499",15,"Saturday",68,39,"Back Office","M - 200L",7,"$75.26",0
"19500",25,"Thursday",8,30,"Web","H - 100L",2,"$97.00",0
"19501",27,"Saturday",1,63,"Back Office","P - 300L",10,"$93.10",1
"19502",24,"Saturday",61,32,"Back Office","F -100L",2,"$81.58",0
"19503",22,"Wednesday",20,71,"Back Office","R - 300L",6,"$14.10",1
"19504",9,"Monday",18,47,"Back Office","P - 300L",4,"$30.35",0
"19505",17,"Tuesday",0,55,"Box Office","Q - 300L",1,"$39.60",1
"19506",23,"Monday",0,61,"Back Office","R - 300L",5,"$20.27",1
"19507",4,"Thursday",7,24,"Back Office","D - 100L",4,"$115.20",0
"19508",27,"Monday",1,20,"Web","G - 100L",1,"$49.18",0
"19509",7,"Monday",7,70,"Back Office","R - 300L",11,"$20.50",1
"19510",3,"Saturday",9,19,"Call Center","G - 100L",1,"$191.36",0
"19511",22,"Wednesday",0,35,"Back Office","L1 - 200L",14,"$37.83",0
"19512",17,"Tuesday",147,46,"Box Office","K - 200L",2,"$80.34",1
"19513",2,"Wednesday",0,48,"Web","P - 300L",2,"$30.70",0
"19514",14,"Thursday",30,66,"Web","O - 300L",3,"$43.65",0
"19515",8,"Saturday",0,31,"Box Office","H - 100L",6,"$185.82",1
"19516",3,"Thursday",78,16,"Web","C - 100L",2,"$213.00",0
"19517",23,"Saturday",9,80,"Web","O - 300L",2,"$55.05",0
"19518",20,"Tuesday",0,66,"Box Office","O - 300L",3,"$64.41",0
"19519",25,"Saturday",5,50,"Web","R - 300L",1,"$56.10",0
"19520",27,"Wednesday",26,76,"Back Office","R - 300L",5,"$19.21",0
"19521",25,"Thursday",0,22,"Web","G - 100L",2,"$83.30",0
"19522",21,"Saturday",17,65,"Web","P - 300L",2,"$43.76",0
"19523",30,"Sunday",5,18,"Web","D - 100L",5,"$81.79",1
"19524",10,"Thursday",2,23,"Web","G - 100L",2,"$101.64",0
"19525",20,"Tuesday",0,78,"Web","R - 300L",1,"$31.66",1
"19526",3,"Tuesday",24,70,"Web","Q - 300L",4,"$103.14",0
"19527",30,"Saturday",59,47,"Back Office","O - 300L",4,"$59.48",1
"19528",31,"Saturday",10,47,"Web","O - 300L",2,"$80.19",0
"19529",5,"Wednesday",1,16,"Web","C - 100L",2,"$169.06",0
"19530",27,"Saturday",49,29,"Box Office","F -100L",3,"$132.68",1
"19531",20,"Sunday",33,21,"Back Office","G - 100L",5,"$96.49",0
"19532",3,"Saturday",22,65,"Web","P - 300L",3,"$83.21",0
"19533",21,"Saturday",20,34,"Web","D - 100L",2,"$128.04",0
"19534",10,"Saturday",0,67,"Back Office","R - 300L",10,"$57.79",1
"19535",5,"Thursday",3,39,"Back Office","M - 200L",2,"$55.62",0
"19536",31,"Tuesday",27,31,"Web","H - 100L",2,"$74.75",0
"19537",24,"Monday",0,66,"Back Office","N - 300L",3,"$11.10",0
"19538",25,"Thursday",19,25,"Web","D - 100L",3,"$120.66",0
"19539",26,"Sunday",40,33,"Web","D - 100L",2,"$109.20",0
"19540",31,"Saturday",3,70,"Web","R - 300L",1,"$32.64",0
"19541",8,"Monday",0,26,"Web","C - 100L",2,"$93.43",0
"19542",8,"Monday",0,36,"Web","L1 - 200L",2,"$46.75",1
"19543",11,"Saturday",27,21,"Web","G - 100L",3,"$122.40",0
"19544",19,"Sunday",0,22,"Web","I - 100L",2,"$61.76",1
"19545",30,"Tuesday",0,67,"Box Office","R - 300L",1,"$27.83",0
"19546",16,"Saturday",0,50,"Box Office","R - 300L",1,"$41.16",0
"19547",14,"Saturday",27,64,"Web","O - 300L",2,"$83.72",0
"19548",9,"Thursday",121,44,"Back Office","K - 200L",1,"$92.63",1
"19549",11,"Saturday",3,26,"Back Office","C - 100L",2,"$191.52",0
"19550",29,"Monday",5,23,"Web","G - 100L",2,"$54.52",0
"19551",3,"Saturday",34,20,"Web","G - 100L",4,"$540.00",0
"19552",27,"Saturday",5,80,"Back Office","P - 300L",3,"$19.80",1
"19553",19,"Sunday",0,11,"Web","J",2,"$94.55",0
"19554",3,"Saturday",16,16,"Back Office","C - 100L",3,"$174.98",0
"19555",8,"Monday",0,64,"Box Office","P - 300L",1,"$24.38",0
"19556",11,"Tuesday",13,22,"Back Office","I - 100L",2,"$63.87",1
"19557",29,"Monday",1,79,"Web","O - 300L",4,"$41.50",0
"19558",4,"Thursday",1,80,"Web","P - 300L",1,"$57.00",0
"19559",27,"Monday",1,51,"Web","Q - 300L",2,"$19.67",0
"19560",16,"Saturday",5,41,"Back Office","K - 200L",8,"$91.43",1
"19561",17,"Saturday",20,78,"Web","R - 300L",4,"$33.79",0
"19562",10,"Wednesday",97,26,"Back Office","C - 100L",4,"$190.12",1
"19563",14,"Saturday",5,47,"Web","P - 300L",3,"$57.80",0
"19564",12,"Saturday",7,47,"Web","O - 300L",2,"$56.68",1
"19565",6,"Wednesday",2,76,"Back Office","R - 300L",8,"$15.01",0
"19566",11,"Saturday",13,26,"Web","C - 100L",2,"$249.75",0
"19567",20,"Thursday",0,49,"Back Office","O - 300L",3,"$17.07",0
"19568",31,"Saturday",0,42,"Web","K - 200L",2,"$132.81",0
"19569",16,"Tuesday",1,71,"Web","R - 300L",2,"$21.63",0
"19570",23,"Saturday",0,42,"Web","L2 - 200L",2,"$73.32",0
"19571",6,"Tuesday",0,27,"Web","D - 100L",3,"$106.41",0
"19572",21,"Thursday",0,32,"Back Office","F -100L",2,"$35.70",1
"19573",25,"Thursday",1,45,"Web","L2 - 200L",3,"$96.75",0
"19574",3,"Thursday",83,47,"Web","P - 300L",6,"$49.92",0
"19575",31,"Tuesday",11,47,"Web","P - 300L",2,"$42.71",0
"19576",28,"Thursday",13,55,"Back Office","R - 300L",2,"$24.15",0
"19577",4,"Wednesday",14,53,"Back Office","R - 300L",5,"$15.15",0
"19578",3,"Saturday",47,37,"Back Office","M - 200L",2,"$149.35",0
"19579",20,"Tuesday",66,31,"Web","F -100L",3,"$108.80",0
"19580",4,"Wednesday",92,69,"Web","Q - 300L",2,"$50.70",0
"19581",5,"Wednesday",5,33,"Web","D - 100L",1,"$157.17",0
"19582",16,"Saturday",12,48,"Back Office","P - 300L",2,"$50.76",1
"19583",16,"Saturday",64,67,"Back Office","R - 300L",2,"$76.30",0
"19584",7,"Monday",21,23,"Back Office","G - 100L",6,"$66.50",1
"19585",19,"Sunday",11,26,"Web","C - 100L",2,"$108.30",0
"19586",20,"Tuesday",70,17,"Web","D - 100L",2,"$159.33",0
"19587",31,"Tuesday",37,70,"Web","R - 300L",2,"$30.03",0
"19588",13,"Monday",12,23,"Web","G - 100L",4,"$103.24",0
"19589",28,"Thursday",76,16,"Web","C - 100L",2,"$130.71",0
"19590",26,"Tuesday",1,24,"Back Office","D - 100L",2,"$71.60",1
"19591",22,"Thursday",2,55,"Box Office","Q - 300L",2,"$50.40",1
"19592",8,"Monday",183,52,"Web","Q - 300L",1,"$57.68",1
"19593",17,"Saturday",2,22,"Back Office","G - 100L",1,"$44.00",0
"19594",3,"Thursday",6,78,"Web","R - 300L",6,"$63.28",0
"19595",10,"Thursday",0,24,"Back Office","D - 100L",8,"$156.60",0
"19596",7,"Monday",21,49,"Back Office","P - 300L",3,"$26.61",1
"19597",29,"Saturday",0,23,"Back Office","G - 100L",2,"$139.40",1
"19598",3,"Saturday",1,75,"Web","R - 300L",3,"$62.70",0
"19599",16,"Thursday",0,27,"Web","D - 100L",1,"$82.63",1
"19600",12,"Saturday",0,27,"Web","D - 100L",3,"$111.69",1
"19601",28,"Thursday",0,47,"Back Office","O - 300L",43,"$18.40",0
"19602",24,"Thursday",86,16,"Web","C - 100L",4,"$125.11",0
"19603",17,"Saturday",15,26,"Web","C - 100L",2,"$210.00",0
"19604",31,"Saturday",143,47,"Web","P - 300L",2,"$43.24",1
"19605",7,"Wednesday",0,58,"Web","R - 300L",2,"$15.84",0
"19606",27,"Wednesday",92,21,"Back Office","I - 100L",2,"$59.90",0
"19607",16,"Thursday",0,79,"Web","P - 300L",1,"$25.29",0
"19608",25,"Thursday",0,25,"Box Office","D - 100L",1,"$87.87",0
"19609",28,"Sunday",31,16,"Web","C - 100L",3,"$113.55",0
"19610",22,"Thursday",0,76,"Web","R - 300L",1,"$40.80",0
"19611",15,"Friday",2,36,"Box Office","L1 - 200L",2,"$72.25",1
"19612",14,"Saturday",0,32,"Box Office","F -100L",1,"$100.52",0
"19613",2,"Wednesday",34,36,"Back Office","M - 200L",1,"$60.44",1
"19614",27,"Saturday",0,80,"Box Office","O - 300L",2,"$53.58",1
